caminho,temp_execucao,qtde 
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Descrescente/dtdecre500uni2.txt,0ms,500
