caminho,temp_execucao,qtde 
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup8.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Com Duplicidade/Descrescente/dtdecre10dup5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni8.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni6.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Crescente/dtcresc10uni0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni8.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni6.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Convexo-CresceDescresce/dtconvx10uni7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni6.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Aleatorio/dtaleat10uni8.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni8.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni6.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Concavo-DecresceCresce/dtconcv10uni1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni0.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni6.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni3.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni5.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni2.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni1.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni4.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni7.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni9.txt,0ms,10
../dadosExternos/colecaoDados/dados/10/Sem Duplicidade/Descrescente/dtdecre10uni8.txt,0ms,10
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni2.txt,2049ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni8.txt,2007ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni1.txt,2017ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni6.txt,1996ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni4.txt,2002ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni7.txt,1993ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni5.txt,1998ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni9.txt,1997ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni0.txt,1984ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Crescente/dtcresc50kuni3.txt,1980ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni2.txt,1977ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni7.txt,1972ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni4.txt,1968ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni8.txt,1970ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni0.txt,1988ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni6.txt,1963ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni3.txt,1969ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni9.txt,1984ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni1.txt,2009ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Convexo-CresceDescresce/dtconvx50kuni5.txt,2003ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni4.txt,1998ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni5.txt,1990ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni7.txt,2003ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni1.txt,2003ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni0.txt,2023ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni9.txt,2031ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni3.txt,2030ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni2.txt,2009ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni6.txt,2005ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Concavo-DecresceCresce/dtconcv50kuni8.txt,2002ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni3.txt,1994ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni6.txt,2000ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni4.txt,1994ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni7.txt,1977ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni5.txt,1975ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni0.txt,1983ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni9.txt,1987ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni1.txt,1978ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni8.txt,1969ms,50000
../dadosExternos/colecaoDados/dados/50k/Sem Duplicidade/Descrescente/dtdecre50kuni2.txt,1963ms,50000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup1.txt,18ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup7.txt,18ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup2.txt,17ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup8.txt,17ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup3.txt,17ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup0.txt,17ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup9.txt,16ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup6.txt,16ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup4.txt,16ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Crescente/dtcresc5kdup5.txt,16ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup2.txt,15ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup3.txt,15ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup5.txt,15ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup4.txt,15ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup9.txt,14ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup7.txt,14ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup8.txt,14ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup6.txt,13ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup1.txt,14ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Convexo-CresceDescresce/dtconvx5kdup0.txt,13ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup9.txt,13ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup5.txt,13ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup4.txt,12ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup3.txt,12ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup6.txt,12ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup7.txt,12ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup1.txt,12ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup0.txt,11ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup2.txt,11ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Aleatorio/dtaleat5kdup8.txt,11ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup5.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup1.txt,11ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup8.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup3.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup0.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup9.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup6.txt,10ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup4.txt,9ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup2.txt,9ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Concavo-DecresceCresce/dtconcv5kdup7.txt,9ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup0.txt,9ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup2.txt,9ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup9.txt,8ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup1.txt,8ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup7.txt,8ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup8.txt,8ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup6.txt,8ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup3.txt,7ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup5.txt,7ms,5000
../dadosExternos/colecaoDados/dados/5k/Com Duplicidade/Descrescente/dtdecre5kdup4.txt,7ms,5000
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Crescente/dtcresc500dup5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Convexo-CresceDescresce/dtconvx500dup3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Aleatorio/dtaleat500dup5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Concavo-DecresceCresce/dtconcv500dup9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Com Duplicidade/Descrescente/dtdecre500dup3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Crescente/dtcresc500uni8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Convexo-CresceDescresce/dtconvx500uni9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni5.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni9.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Aleatorio/dtaleat500uni7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni4.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni3.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni8.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni0.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni2.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni6.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni7.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni1.txt,0ms,500
../dadosExternos/colecaoDados/dados/500/Sem Duplicidade/Concavo-DecresceCresce/dtconcv500uni9.txt,0ms,500
